personLabel,universityLabel,organisationLabel
Natanael Beckman,Uppsala University,University of Gothenburg
Karl Johan Warburg,Uppsala University,Stockholm University
Karl Johan Warburg,Uppsala University,University of Gothenburg
Anders Leonard Bygdén,Uppsala University,Uppsala University
Carl Fabian Björling,Uppsala University,Uppsala University
Christer Betsholtz,Uppsala University,Uppsala University
Erik Sandewall,Uppsala University,Linköping University
Fritz Carlson,Uppsala University,Stockholm University
Erik Sandewall,Uppsala University,Royal Institute of Technology
Helge Bäckström,Uppsala University,Stockholm University
Frey Svenson,Uppsala University,Uppsala University
Göran Borg,Uppsala University,Royal Institute of Technology
Carl Fabian Björling,Uppsala University,Lund University
Christer Betsholtz,Uppsala University,University of Gothenburg
Johan Jakob Borelius,Uppsala University,Lund University
Nils Andrén,Uppsala University,University of Gothenburg
Erik Ringmar,Uppsala University,Lund University
Per-Olof Berggren,Uppsala University,Karolinska Institute
Johan Valentin Broberg,Uppsala University,Karolinska Institute
Hampus Wilhelm Arnell,Uppsala University,Uppsala University
Herman Napoleon Almkvist,Uppsala University,Uppsala University
Johan Bergenhielm,Uppsala University,Uppsala University
Claes Ahlund,Uppsala University,Åbo Akademi University
Anders Burius,Uppsala University,National Library of Sweden
Göran Borg,Uppsala University,Uppsala University
Birger Bergh,Uppsala University,Lund University
Nils Johan Berlin,Uppsala University,Lund University
Dan Brändström,Uppsala University,Umeå University
Claes Ahlund,Uppsala University,Mid Sweden University
Gunnar Bramstång,Uppsala University,Uppsala University
Gunnar von Bahr,Uppsala University,Uppsala University
Kjell Asplund,Uppsala University,Umeå University
Hans-Olov Adami,Uppsala University,Karolinska Institute
David Davidson,Uppsala University,Uppsala University
Daniel Boëthius,Uppsala University,Uppsala University
Emanuel Björling,Uppsala University,Uppsala University
Johannes Bilberg,Uppsala University,Uppsala University
Kurt Almqvist,Uppsala University,Uppsala University
Christer Betsholtz,Uppsala University,Karolinska Institute
Karin Westman Berg,Uppsala University,Uppsala University
Gunnar Bramstång,Uppsala University,Lund University
Hans G. Boman,Uppsala University,Stockholm University
Mohamed Abdel-Rehim,Uppsala University,Stockholm University
Per-Åke Albertsson,Uppsala University,Lund University
Alfred Berg,Uppsala University,Lund University
Hjalmar August Abelin,Uppsala University,Karolinska Institute
Hugo Hildebrand Hildebrandsson,Uppsala University,Uppsala University
Canutus Hahn,Uppsala University,Lund University
Gerhard Andersson,Uppsala University,Linköping University
Gunnar Arpi,Uppsala University,Stockholm School of Economics
Claes G. Ryn,Uppsala University,Georgetown University
Ossian Edmund Borg,Uppsala University,Campus Manilla
Göran Bergson,Uppsala University,Umeå University
Hans G. Boman,Uppsala University,Umeå University
Per-Åke Albertsson,Uppsala University,Umeå University
Johannes Strömberg,Lund University,Lund University
Karl Erik Bergsten,Lund University,Lund University
Karl Erik Bergsten,Lund University,University of Gothenburg
Johannes Strömberg,Lund University,Spyken
Jan Bosch,Lund University,University of Groningen
Sven Nilsson,Lund University,Uppsala University
Stefan Ekman,Lund University,Museum of Evolution of Uppsala University
Monica Buhrman,Uppsala University,Uppsala University
Gösta Rooth,Lund University,Uppsala University Hospital
Frida Palmér,Lund University,Lund University
Gösta Rooth,Lund University,Uppsala University
Jöran Bergh,Lund University,University of Gothenburg
Gunnar Kulldorff,Lund University,Umeå University
Emily Sonestedt,Lund University,Lund University
Dilma de Melo Silva,Uppsala University,School of Communications and Arts of the University of São Paulo
Staffan I. Lindberg,Lund University,University of Gothenburg
Amanda T Pettersson,Lund University,Karolinska Institute
Gösta Rooth,Lund University,Lund University
Jan-Ingvar Jönsson,Lund University,Swedish Research Council
Bera Nordal,Lund University,Malmö Konsthall
Jöran Bergh,Lund University,Chalmers University of Technology
Karl Henrik Johansson,Lund University,Royal Institute of Technology
Ragnar Hedlund,Uppsala University,Uppsala University Coin Cabinet
Amy Marjorie Dale,Lund University,"Birkbeck, University of London"
Lars-Göran Malmberg,Lund University,Lund University
Lars-Göran Malmberg,Lund University,University of Gothenburg
Gunnar Johansson,Uppsala University,Uppsala University
Wilhelm Julius Leche,Lund University,Lund University
Karin Broberg,Lund University,Lund University
Mariah Larsson,Lund University,Linnaeus University
Erik Green,Lund University,Lund University
Erik Green,Lund University,Stockholm University
Mattias Jakobsson,Lund University,Uppsala University
Helene Ahl,Lund University,Jönköping University
Jonas Ardö,Lund University,Lund University
Fredrik Kahl,Lund University,Lund University
Mathias Persson,Uppsala University,Uppsala University
Tor Fr. Rasmussen,Lund University,Lund University
Stefan Ekman,Lund University,University of Bergen
Gertrud Dahlgren,Lund University,Lund University
Josef Thun,Uppsala University,Lund University
Karin Broberg,Lund University,Karolinska Institute
Julius Möller,Lund University,Lund University
Ejnar Neymark,Lund University,Stockholm University
Anna Söderblom,Lund University,Stockholm School of Economics
Fredrik Kahl,Lund University,Chalmers University of Technology
Marilyn Rayner,Lund University,Lund University
Torsten Åkesson,Lund University,Lund University
Gotthard Gustafsson,Lund University,Lund University Historical Museum
Sigurd Bergmann,Lund University,University of Gothenburg
Magnus Möller,Lund University,Karolinska Institute
Alice Rinell Hermansson,Uppsala University,Uppsala University
Charles Strömblad,Lund University,Lund University
Östen Undén,Lund University,Lund University
Noel D. Broadbent,Uppsala University,Uppsala University
Sven-Olof Berlin,Uppsala University,Karolinska Institute
Carl Jakob Sundevall,Lund University,Lund University
Johan Gottschalk Wallerius,Lund University,Uppsala University
Thoralf Gustaf Elias Fries,Uppsala University,Lund University
Johan Erhard Areschoug,Lund University,Uppsala University
Göran Therborn,Lund University,Radboud University Nijmegen
K. G. Hammar,Lund University,Lund University
Anders Nygren,Lund University,Lund University
Christian Wilhelm Blomstrand,Lund University,Lund University
Anders Lindstedt,Lund University,Lund University
Gregor Paulsson,Lund University,Uppsala University
Bertil Ohlin,Lund University,Stockholm School of Economics
Jesper Swedberg,Lund University,Uppsala University
Lars Vilks,Lund University,University of Bergen
Elis Strömgren,Lund University,Lund University
Sven Nilsson,Lund University,Lund University
Göran Therborn,Lund University,Uppsala University
Arvid Lindau,Lund University,Lund University
Frans Gustaf Emanuel Walberg,Lund University,Lund University
Örjan Wikander,Lund University,Lund University
Göran Therborn,Lund University,Lund University
Göran Therborn,Lund University,University of Gothenburg
Nils Brage Nordlander,Uppsala University,Uppsala University
Gustaf Johan Billberg,Lund University,Saint Petersburg Academy of Sciences
Axel Moberg,Lund University,Lund University
Noel D. Broadbent,Uppsala University,Umeå University
Alfred Gabriel Nathorst,Lund University,Swedish Museum of Natural History
Johannes Rydberg,Lund University,Lund University
Hans Rausing,Lund University,Stockholm School of Economics
Ragnar Berlin,Uppsala University,Linköping University
Thoralf Gustaf Elias Fries,Uppsala University,Uppsala Botanical Garden
Gottfrid Billing,Lund University,Lund University
Lars Hörmander,Lund University,Lund University
Lars Hörmander,Lund University,Stockholm University
Anders Jahan Retzius,Lund University,Lund University
Joakim Edsjö,Uppsala University,Stockholm University
Johan Wilhelm Dalman,Lund University,Karolinska Institute
Gustaf Retzius,Lund University,Lund University
Sven Ludvig Lovén,Lund University,Lund University
Berth Danermark,Uppsala University,Örebro University
Bengt I. Samuelsson,Lund University,Karolinska Institute
Martin Fries,Uppsala University,Uppsala University
Erik Lindahl,Lund University,Uppsala University
Anders Retzius,Lund University,Karolinska Institute
Birger Mörner,Lund University,Ruotsin Helsingin-suurlähetystö
Gustaf Åkerman,Lund University,University of Gothenburg
Erik Lindahl,Lund University,University of Gothenburg
Erik Leonard Ekman,Lund University,Swedish Museum of Natural History
Nils Dencker,Lund University,Lund University
Ivar Wickman,Lund University,Karolinska Institute
Johannes Steuchius,Lund University,Uppsala University
Gustaf Retzius,Lund University,Karolinska Institute
Arvid Carlsson,Lund University,Lund University
Arvid Carlsson,Lund University,University of Gothenburg
Esaias Tegnér,Lund University,Lund University
Carl Wilhelm Oseen,Lund University,Uppsala University
Valdar Jaanusson,Uppsala University,Uppsala University
Johannes Steuchius,Lund University,Lund University
Sture Petrén,Lund University,Stockholm School of Economics
Carl Adolph Agardh,Lund University,Lund University
Anders Wiman,Lund University,Uppsala University
Martin Stein,Uppsala University,Natural History Museum of Denmark
Carl Wilhelm Oseen,Lund University,Lund University
Nils Hermann Nilsson-Ehle,Lund University,Lund University
Fredrik Böök,Lund University,Lund University
Nils G. Lundqvist,Uppsala University,Swedish Museum of Natural History
Petter Asp,Uppsala University,Uppsala University
Wilhelm Agrell,Lund University,Lund University
Nils G. Lundqvist,Uppsala University,Uppsala University
Anders Lindstedt,Lund University,Royal Institute of Technology
Östen Undén,Lund University,Uppsala University
Anders Wiman,Lund University,Lund University
Martin P. Nilsson,Lund University,Lund University
Elis Strömgren,Lund University,University of Kiel
Juha Merilä,Uppsala University,Uppsala University
Thoralf Gustaf Elias Fries,Uppsala University,Uppsala University
Petter Asp,Uppsala University,Stockholm University
Torsten Hägerstrand,Lund University,Lund University
Håkan Rydin,Uppsala University,Uppsala University
Göran Lindblom,Lund University,Umeå University
Lina Broman,Uppsala University,Swedish Meteorological and Hydrological Institute
Ivar Malmer,Lund University,Royal Institute of Technology
Haakan Hedenmalm,Uppsala University,Royal Institute of Technology
Per Lindström,Lund University,Mid Sweden University
Laurent-C. Duda,Uppsala University,Uppsala University
Bo Schenkman,Uppsala University,Royal Institute of Technology
Dan-Eric Nilsson,Lund University,Lund University
Johan Lundblad,Lund University,Lund University
Maria Wallenberg Bondesson,Uppsala University,Stockholm University
Daniel Uddenberg,Uppsala University,Uppsala University
Martin Sandelin,Uppsala University,Uppsala University Hospital
Jan-Erik Rubensson,Uppsala University,Uppsala University
Klaudia Szeler,Uppsala University,Uppsala University
Lars Norin,Uppsala University,Uppsala University
Haakan Hedenmalm,Uppsala University,Lund University
Robert Malmgren,Lund University,Lund University
Lars O. Hansson,Uppsala University,Uppsala University
Aiko Nakano-Hylander,Uppsala University,Uppsala University
Jonas Nycander,Uppsala University,Uppsala University
Conny Såthe,Uppsala University,Lund University
Olof Andrén,Uppsala University,Swedish University of Agricultural Sciences
Philippe Mermod,Uppsala University,University of Oxford
Thomas Olivecrona,Lund University,Umeå University
Patrick Meurling,Lund University,Lund University
Lars O. Hansson,Uppsala University,Stockholm University
Aiko Nakano-Hylander,Uppsala University,McGill University
Aiko Nakano-Hylander,Uppsala University,Lund University
Aiko Nakano-Hylander,Uppsala University,Swedish University of Agricultural Sciences
Carsten Peterson,Lund University,Lund University
Allison Perrigo,Uppsala University,University of Gothenburg
Bo Schenkman,Uppsala University,Blekinge Institute of Technology
Anders Lidbeck,Lund University,Lund University
Stefan Lindskog,Lund University,Stockholm University
Stefan Lindskog,Lund University,University of Gothenburg
Sven-Eric Liedman,Lund University,University of Gothenburg
Lars Norin,Uppsala University,Swedish Meteorological and Hydrological Institute
Lennart Ljung,Lund University,Linköping University
Aslihan Tolun,Uppsala University,Boğaziçi University
Carsten Peterson,Lund University,Nordic Institute for Theoretical Physics
Anders Melin,Lund University,Lund University
Anders Eriksson,Uppsala University,Swedish Institute of Space Physics
Hjalmar August Möller,Lund University,Swedish Museum of Natural History
Karl Georg Herman Lang,Lund University,Lund University
